,item,type,tax_year,< $0,$1 - 10k,$10k - 15k,$15k - 20k,$20k - 25k,$25k - 30k,$30k - 35k,$35k - 40k,$40k - 45k,$45k - 50k,$50k - 60k,$60k - 70k,$70k - 80k,$80k - 90k,$90k - 100k,$100k - 150k,$150k - 250k,> $250k
366,EI premiums,$,2008,13605954.852877218,159644155.9433501,197264368.37616423,276419994.10924536,343011374.34177744,415561815.563419,523833657.233884,607371494.8837212,633119737.0184829,557902387.9929379,942146992.0148448,719512385.7414727,557465045.8808845,425255866.0974266,272494903.59604245,501109448.99955183,158039835.63280246,64649713.11695835
367,PPIP premiums paid,$,2008,629640.7794135556,11698352.07266442,16260775.311975213,23910965.7243263,28636018.6937474,35281860.637714565,45035249.04622193,50819592.96041557,48814192.57223103,43956178.80994948,84642181.42524846,66732032.97208695,48736174.2557592,31194140.39440143,21013299.51959062,37683945.70542492,13930115.463570062,7551293.954851579
368,Canada employment amount,$,2008,23586805.113633454,2144299363.893072,1308468261.3892572,1306883720.3702095,1237540820.9201355,1205567596.2105436,1268821770.4272306,1253389527.6591961,1155561151.9006793,979115586.67769,1612910017.306225,1214362787.8308332,931243108.1507599,695965139.2108389,455262150.1523061,876411615.5644474,312329297.8273179,162636323.2074742
369,public transit amount,$,2008,5838187.541054487,67563862.06461062,63562950.93399149,81263219.12734848,83585088.17953146,75750291.04651462,83801561.53650261,84563064.25924885,78774324.94694412,74658034.61590889,115646220.85134529,85591587.41724376,65176062.04076129,46803297.93640764,37267481.7343992,68774794.24421574,22283569.57369545,8086433.674876712
370,children's fitness amount,$,2008,1155989.7032165106,12151078.078106627,15265217.639813464,18374961.80340921,20859460.58570249,31051289.955791026,34175319.16324781,44507801.27289121,40817864.55863166,43779264.03597813,84514714.88002686,82833475.10253517,75210755.92837839,68471511.77455057,48460363.02428834,111135443.53983976,53719456.8642068,33996206.690220915
371,pension income amount,$,2008,8555642.423235506,157490410.8689163,340580719.18634504,980867152.8249592,1019199419.7517698,819738451.1695887,897975438.6974522,862733136.6427372,611700962.0231442,526868679.6295912,706387726.9817598,508543166.05493176,322661779.93696135,205239818.24873596,127577529.02389742,258785656.88755468,107497152.75338551,59244472.28984617
372,disability amount,$,2008,51152544.3673306,498363424.0296487,886562787.5020084,1201707337.8194792,716805919.3545693,519760222.0344318,464589184.94403785,430171020.0351523,341668580.21883965,293355463.0312728,499899615.6694745,292778567.02919227,234171427.46545407,175712632.58796516,111822224.49469751,226904735.53829557,79857790.58132765,42490313.53990117
373,"tuition, education, textbook amounts and interest on student loans",$,2008,6591998.317106319,68298992.39869031,523772121.6603288,1367208361.7458556,1289506513.9380176,1207332348.5521455,1063743483.0590775,856743307.8668503,806469843.1217375,650766161.584979,1033767966.7909756,727206530.1349348,565149300.6285964,444823079.63846886,312301826.5891236,671211355.8987112,270998270.5392166,172472125.3305645
374,amounts transferred from spouse or common-law partner,$,2008,251790380.79375592,658930613.5763277,810141099.394025,969606142.8643483,660331646.7242372,376406510.3403069,284997613.5230363,209685763.43810284,154240013.96576568,128467597.14139304,172021597.02417782,125398510.41032486,88867257.85953313,65226609.11903883,39555286.45122123,76283233.0674842,28699751.9663582,12666438.50663186
375,medical expenses,$,2008,29522790.262659684,198957695.4984614,388693845.7598573,1230231273.8613935,1359434001.3368664,1035147022.9483297,1046276170.9656082,944757858.4928321,655087936.7777077,596665403.9346353,737129141.3707191,474441469.8100447,320541000.34836066,206036484.15637088,157458544.2326109,405218344.9584978,208885800.98188457,244170958.1681825
376,total tax credits on personal amounts,$,2008,1347263143.96726,7323220043.415732,5913126881.149507,6422174419.137685,4918371369.143032,4142108899.5397563,4235483638.162211,4038240147.927075,3448939233.5275702,2932946966.523869,4609026546.633143,3377564561.300645,2539234674.970676,1882811636.0167246,1248532612.746442,2474975053.436077,951937741.3072963,543647013.0691471
377,donations and gifts,$,2008,0.0,13965278.648458775,51049252.51172,142118604.8249089,223758729.3402833,295235594.57329124,407722623.0322911,422608737.5850231,420557185.51667213,401830591.8643757,727317513.9372398,718484961.4330057,594823732.1260887,533499137.68016964,432770898.01786166,1091526794.5192735,810968533.0884376,2551154994.64795
378,total tax credit on donations and gifts,$,2008,0.0,3540493.178482507,12827969.387214394,35890623.27610044,57476423.39966046,77383181.44478433,108367441.57938124,112532081.28963844,112815584.46780372,107972954.59891096,196187495.83894733,195666641.16278324,162037450.21483827,145853594.36980712,119381210.39624348,303257196.12602943,228933211.76656333,735695142.7369761
379,total federal non-refundable tax credits,$,2008,1347263143.96726,7326761635.443744,5925954850.53672,6458065042.413786,4975847792.542692,4219492080.9845405,4343851079.741593,4150772229.2167134,3561755916.8449016,3040919921.122781,4805214042.472091,3573231202.463428,2701272125.1855145,2028665230.386532,1367913823.1426857,2778233348.411634,1180870953.07386,1279342155.8061233
380,federal dividend tax credit,$,2008,4161343.161673883,25914168.41345529,29752449.813964106,57607186.49346536,71841683.27622837,89410089.52625267,119631748.08857556,163297830.62319314,175293970.91788387,171098563.42084906,327964827.75799066,333395342.1242416,307483371.40984184,268909357.58692133,217887576.31339565,783977492.1377653,780536994.2663102,2654175434.4251914
381,basic federal tax,$,2008,0.0,18018934.55641097,171555684.82440236,727908694.9831812,1503467900.8886824,2314090296.3758717,3437287033.1350718,4408109602.426664,4770864006.233928,5031644075.014389,10358589675.573736,10260243741.687635,9484130715.62014,8352281637.679259,6451735669.133817,17425627236.6332,12085027331.841759,26253897524.257614
382,net federal tax,$,2008,0.0,20141911.844067145,172395205.86362043,725085750.546334,1500149375.31481,2305105003.7872767,3425616152.300602,4389067638.959897,4748836468.6002035,5007748493.183453,10305660291.519995,10204722171.597885,9433558363.803473,8303983904.385081,6414095677.409503,17281847171.322308,11948418358.549105,25864698207.71498
383,CPP contributions on self-employment,$,2008,2055947.466462064,56500645.01899862,120229522.23168372,131628987.23279408,147165620.7059673,146130504.45080575,149156736.05029082,154044418.7498222,124764474.23280022,108822365.28387898,164191195.28927207,114136401.60018606,85181716.54338467,63514601.55476951,48791116.73214781,129712593.65635908,92187981.13246118,78360058.67497393
384,net provincial or territorial tax,$,2008,0.0,5126133.047058006,49730633.07839318,300601276.8174036,662820540.9046417,1035906327.9720203,1516952982.2935052,1880165606.353849,2036463765.4851325,2133825130.1943452,4238584591.5295854,4149730519.864385,3854161973.884179,3538905340.914876,2737428670.047336,7699092512.885544,5338968113.242703,11529416045.11423
385,total tax payable,$,2008,2055947.466462064,81768689.91012377,343961879.1833005,1157323706.5432262,2310249817.2763076,3487718732.212184,5092330237.884672,6423588638.479928,6910146023.183189,7250482797.77437,14736235872.54197,14538602290.724472,13486179155.500505,12033490190.13971,9317384695.178795,25488956501.338974,17599308096.444317,37623984783.242966
386,number of taxable returns,$,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
387,number of non-taxable returns,$,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,total number of returns,$,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,employment income,$,2004,132161872.65487882,12250410045.911016,14956299295.188047,20272168181.21181,25696059116.2376,31803986139.556667,38452384867.37102,41527103359.04094,41325313285.8959,39608909927.19477,70900094912.70967,62554326148.68973,50293388890.584816,33869532192.35365,23953185347.07275,51604703659.32759,24953310667.65654,43599823083.253265
390,commissions (from employment),$,2004,8728183.44934843,34303213.88132066,50279486.87528974,102907279.16366711,177252171.56251562,196672940.82638592,250556391.39147967,286997649.9396457,377303459.21054673,365000843.07508,812484141.9246426,744391553.6261326,753646570.1812341,592866792.4746076,589549870.1406286,1882329799.7301,1681973752.1240325,2995369866.0065713
391,other employment income,$,2004,17905238.154719647,752034177.3799944,595301328.4184575,561494235.3990567,606182912.6565678,611239801.7277088,596047872.1916323,577867405.0825617,526051124.7754676,470463144.67763466,731367199.7605871,624594902.8345343,559634963.4070045,414993288.59454465,335435583.4250946,1048064770.727025,750365085.0516782,2722303762.365696
392,Old Age Security Pension,$,2004,19710173.09999024,1724409804.4203975,5302059007.4601755,5186657751.257158,2718519068.933336,2069696930.675045,1612154190.7299821,1190550682.2704284,931364150.3618367,686736403.2703,1003252063.254034,599511268.3038923,356625850.42981267,202385418.17934963,127891689.52192517,287980441.7423062,139624947.90633145,95346160.97997797
393,CPP or QPP benefits,$,2004,34167371.2643664,2236995972.755329,4613313314.6991,6563635297.315179,4189485531.0419374,3458287248.6224337,2840441951.990305,2209051374.587615,1751377516.9861875,1353261787.6181002,1922334859.8030574,1147734270.646591,679963172.2649455,387048690.426831,244645465.693748,543624434.4487599,264056785.0364388,181321543.87040645
394,other pensions or superannuation,$,2004,9210129.429499216,232687771.68133032,599536074.3469883,2020263211.7453141,3084631458.987146,4027297715.0795774,4835633341.606451,5026958808.285429,5164412636.800787,4535652681.20642,7132404790.782247,4843198003.510583,2900328464.98463,1800611606.3310034,1211791742.6014855,2754297651.7587943,1313283896.0685337,1013961186.4306197
395,EI benefits,$,2004,11174531.79467264,1000368656.0541613,1790528540.4325547,2359739817.714761,2315122014.8660955,2099255102.8841453,1598139957.6208913,1117071638.8996446,792165630.1487267,562013981.0639253,623384131.6834202,300176746.2645044,144985415.6953615,70963001.85676098,36209735.47927009,45285203.53196248,8810870.259668417,3634675.933637179
396,taxable amount of dividends,$,2004,10782360.065726412,121744515.7947078,173582058.42445558,276150321.6658108,356948328.99006057,493727669.38123703,691203853.5078743,851786364.1098803,780887149.2210804,674419612.2530643,1391699342.0154202,1346284202.0672405,1139497483.0985727,932768644.8971287,784064685.2176628,2872986299.292105,2757771679.032381,8652652591.841562
397,interest and other investment income,$,2004,41447354.29296761,818230875.2418817,937990907.58891,1344665903.0652635,1223334821.3221555,1191937458.203509,1096336149.3516862,1043424859.4279264,912645037.7455387,747545464.8197665,1334757660.7086346,1004150987.0062269,854786714.0843483,585965987.5333308,484744338.06004405,1385884096.7696302,1123159750.6194906,2734470535.884209
398,annuity income,$,2004,4122528.1145251067,107118400.28924936,327419687.7846455,747476952.8912157,1016831599.9888707,1149145852.622768,1103463752.4012694,1042222356.9578444,913792021.9286916,740394236.967235,1362043126.8740828,1009074395.9407084,704379406.1122905,479525619.08870536,347972085.1097522,875682852.2923567,668737847.1439335,673159229.015758
399,net rental income,$,2004,-121374787.62856267,153596656.37011454,162153559.99808583,201697936.41354632,184195501.1490997,192908328.4765316,193404449.33845147,147770779.96299767,157764071.61024192,120715655.62629764,234817547.6671437,217922269.83847532,177237996.68074647,156181209.81268784,119919499.76693092,358622146.2789666,358465041.3393586,898310688.5564951
400,taxable capital gains,$,2004,31849778.09511188,180917559.7399859,163869901.93229932,231956584.0300721,276153865.38625306,317367334.13002986,310563390.88084227,301359167.6520802,325510803.70640117,324753628.7718996,653360462.9047108,628793030.3184947,550558314.1141646,511908136.49030745,438679516.0307788,1569237373.6936135,1958744224.867243,6632149588.34632
401,RRSP income,$,2004,18622250.924208686,392064236.092812,388782750.9632559,522899576.0621287,536075128.666545,615120175.6120111,676817529.7523438,641415762.5339148,624255886.9122224,647364487.9163642,978246390.5731225,738014038.0701668,563964208.5473295,412499690.6433232,271076895.2326058,709255565.4408749,388903237.4582936,402600898.2078733
402,net business income,$,2004,-845433654.5970104,1537590768.9038591,1861943957.265781,1958145336.1124969,1754291636.4298935,1501382214.6647365,1504660156.0738506,1390943348.321066,1134966245.8930373,936822661.0831033,1643879938.6096141,1195634739.86496,914822063.3372492,698538173.5832571,550359865.7693967,1457730666.2566676,1067757225.2248039,1424599242.601596
403,net professional income,$,2004,-33716137.52804875,154096320.95247674,176489090.42727685,225385345.08992797,240110684.76777035,258731754.45183158,250017745.8842523,242686969.52931166,253157482.19611698,262439667.27460936,519736214.94731545,565368703.0826219,646286015.661762,609721908.1382632,647690510.1970543,2894082067.085029,5281650721.433055,10676134682.98862
404,net commission income,$,2004,-10673685.972163001,80297161.50174017,80764932.60012183,92339904.80477268,128674851.7396702,125611896.03738835,114231828.45706315,114321602.70826772,146727744.9128184,96638437.70126462,266097968.01119512,232131407.57189152,213910778.2978085,197680538.67214236,200007581.76257625,485650349.25312155,349696695.72499764,291960039.79899246
405,net farming income,$,2004,-418593708.5639064,-17198856.546557467,45691550.14267784,70220001.80402851,104859869.12736627,109015471.96601938,165407876.60425106,104747651.31336056,46758209.99580569,96235634.81099154,131783875.80770174,88191389.40700415,68463497.70480248,53672008.578704104,37329551.139032215,143823075.39029196,186846204.03992903,122851337.8128482
406,net fishing income,$,2004,-8496660.380452463,-1119815.6597621208,13871303.05125167,26477497.90460753,32956600.11325229,44402817.14183346,53648383.77575553,73522749.25623831,40458656.28957004,45146998.43471335,65530478.41873778,41505235.0601916,39865673.73556098,22631379.984580666,22373869.632441275,45744705.94931212,9833824.227341408,24312284.714371275
407,tax-exempt income,$,2004,13775622.599309973,5830412369.282981,7658738231.95295,3480498107.1145296,1231850381.5449672,887045201.2704705,713987613.4714731,594585496.8891157,427096275.145096,295617159.29543066,417581385.7575602,240931646.6702331,137704251.42661285,96683324.82686692,48193416.77493119,122097706.59878889,46614098.69781942,22743597.798586365
408,other income,$,2004,-35875444.51754786,1176075765.5038404,1037135936.8830175,936406864.5512084,940394731.2889266,854120494.6411988,791093064.0948617,772548775.0203834,649335977.7224221,651139731.4275452,1052717675.6677457,915922979.1546524,744965636.3377829,591542622.2693403,533575624.51458657,1785275565.4969406,1791086085.7821407,2827005345.3133073
409,total income assessed,$,2004,-1120507866.4885137,28768104461.453896,40936160806.766495,47181828699.95675,46814687449.73453,52006951366.73138,57850493220.25302,59257327792.27745,57287868538.03289,53221384362.30252,93181502972.611,79038211108.73291,62446651384.29102,42688465597.26842,30984700416.863136,72873073081.35344,45103127175.63786,85997408294.21742
410,Registered Pension Plan contributions,$,2004,8080863.848557668,21460770.998479124,37269307.89151337,78996616.0994215,151009740.44724634,291411944.3705857,498473892.2936043,681346404.4775842,796890590.7384403,869699870.9456319,1800335196.1365051,1803381614.476723,1579634649.4712784,903731399.5930439,561366661.4631344,968592114.8481901,299936954.5145764,139376887.47537148
411,RRSP deduction,$,2004,13481493.8026003,233311466.4791725,392797786.224365,533528374.90868944,813341722.2716756,1074115840.938411,1479170174.932493,1749182772.7922661,1977357025.870272,1991104298.7060442,3796195167.676096,3521116230.824003,2981935621.8098683,2343910018.499073,1916705069.2604136,4559075492.089778,2480782676.8618965,1769345360.868721
412,"annual union, professional, or like dues",$,2004,3071224.3833138333,51368590.29121872,53201875.00002759,74777226.29280727,107605071.22998989,156803723.3703826,224844337.10240573,264719460.75914612,281030024.7148375,279571193.13276345,545736491.8323619,487360784.986598,364966587.11080456,192445282.3387397,106656535.39160486,153958115.85522762,36626713.25131232,14261112.299903044
413,child care expenses,$,2004,1301726.642466094,155222042.812976,216807179.1393029,290634688.35357785,352036732.4570533,387498742.92300117,392889922.95586437,378559117.48726314,317898892.1963726,271532853.9295132,372463918.3265325,270903252.93093383,155679182.75003082,91565011.26805966,59278174.31839927,108809936.18036684,40286195.22804549,18936460.80342464
414,carrying charges and interest expenses,$,2004,22645554.86634981,57776818.09101778,58570611.47008966,88681604.06818694,112732834.70997654,127062458.93843044,126801404.86584876,129068204.70876384,142243757.31318018,127119158.465507,253498860.59872383,247384761.59563443,213752492.11805308,160061583.69699013,150219490.78861675,444256150.7667883,392501294.94736046,1012238938.2956693
415,CPP or QPP contributions on self-employment,$,2004,499664.5823622121,50079857.29037434,83069532.12775463,98058288.35847355,95401679.2669071,90694437.27940492,93420739.53966966,90210128.81895928,73232164.17997093,55736816.35640893,87881904.48837791,60245609.99914312,45066674.10468822,33727949.92952304,27133086.18643029,71358717.30614948,62536034.64500679,49177389.81773904
416,other employment expenses,$,2004,4982470.94185298,17174050.50346147,53129819.35103446,78783992.87288441,131538177.85703662,163419849.43612906,182238186.22481087,219857141.19996303,268675434.01288384,277286674.68763685,518259664.76302993,424639295.6384449,356953053.9506503,248643963.5927931,219208640.35902485,569464062.6737561,358014988.8431884,322073394.87738454
417,clergy residence deduction,$,2004,0.0,129936.41621712373,1696260.8517071786,5825876.407116856,13030260.066282652,16762978.932156388,24548532.743856955,25495887.34209453,42577801.11405659,37124015.35337968,68008720.24804255,54201204.16475202,28610817.610863216,12293166.214287333,6210960.6951785125,8697471.20551529,1405675.775439793,591801.3138616271
418,other deductions,$,2004,15200198.217108617,130172664.2466094,121478736.7615364,131931530.82613029,202544885.5992525,168931515.96402997,186744617.38725019,193467055.06626523,165691374.23963392,141493669.81956315,334939462.56317466,298557266.02238005,341693793.72617024,244399767.74308285,181224682.1783173,598520207.8201997,584827272.0312097,1575356197.6572926
419,total deductions before adjustments,$,2004,69377777.57891206,718224721.8802987,1019624051.6973916,1383200319.1546726,1981434666.859195,2477248406.340791,3210060262.8016825,3733211443.0152135,4066175872.0518885,4051239090.387656,7777378448.640216,7168035718.589276,6068192467.239876,4230728530.7894006,3227872182.9847555,7482779518.351869,4256940249.6608367,4901328012.405682
420,Net income before adjustments,$,2004,0.0,179548.5024091164,96861.69208912857,0.0,343740.8829016637,388628.0085039428,1511987.3887083489,0.0,363821.9654079464,1522618.5500352043,41094163.48888652,102294215.5271518,147308915.06535316,128654770.65716392,108786311.37741826,278322622.2969316,136149739.39259708,93932216.52350616
421,social benefits repayment,$,2004,0.0,28210080709.607983,40043678357.09741,45815065337.453545,44885409260.34489,49533266761.91538,54650777077.42238,55526021689.62004,53223875597.77345,49171902957.254234,85432554611.83908,71813355376.57202,56331949948.72645,38335416105.49236,27651785272.528164,65127134520.47717,40723829346.5458,81030507278.7477
422,net income after adjustments,$,2004,31893.48398056673,1581680.557406624,10606355.28375958,7550487.022362318,19129002.94745547,22187233.689147588,42472670.74093546,27115367.584218863,37043691.02335455,57207460.33995729,114120791.8832049,100720803.65077716,95324898.65732424,89849850.57399362,86886119.04409577,400478209.6629445,786444884.1147312,1137172802.4884336
423,capital gains deduction,$,2004,5840051.288885998,28061540.94230901,48416671.16279516,64195677.05214369,81409889.72061773,85019759.6111589,64361050.67278367,82449381.05035472,82747053.56750667,119999824.09695604,148871695.78040093,117225090.99064672,105793048.8438347,89455316.36475255,82275738.74868274,201873941.19551316,198340851.9145548,416010336.36148036
424,additional deductions,$,2004,36326678.25386551,5882534590.78826,7808630519.22073,3681509743.0024204,1405359203.0802822,1030649747.2334883,854451241.8824787,723389103.8048557,529580670.3359837,389516301.09480894,596307745.0240664,366867202.5080168,278362784.46194416,203623357.85385457,115876114.74228352,392703287.01257074,403049769.463896,2806352542.5756693
425,total deductions from net income,$,2004,42198623.02673207,5915250217.911436,7868062254.758294,3753898501.7171273,1506657633.1631515,1137856740.5337946,961583817.0534973,833344842.9282281,655898947.9815342,566838165.8260227,863230218.6581665,585167469.1936692,481115568.327144,383675068.5657755,285036791.29491466,995772450.6405174,1390272403.9173267,4362233633.92231
426,taxable income assessed,$,2004,0.0,22324092172.628643,32193492990.7303,42071529855.549805,43383704567.1199,48398814355.48648,53694818325.950935,54694723935.86731,52571181354.31188,48607139049.1271,84572807870.37569,71231105570.54251,55852258956.01711,37957218447.49021,27384991554.07013,64138343199.10796,39343876256.5564,76671798465.42532
427,basic personal amount,$,2004,8728463403.263369,41460607807.42175,26061321013.385258,21747478063.342503,16689534144.749882,15126218327.915325,14266645228.753597,12664570560.201622,10809586469.884491,8985705613.889294,13639913462.492365,9776830571.468136,6701628952.577911,4040633916.3440437,2620355650.201741,4912310002.056323,1914261083.3953843,1166947141.6445136
428,age amount,$,2004,151791721.42484394,1795117658.405314,4267550148.665039,3791192615.651736,1994761418.2024825,1512495321.9717429,1050305583.2866967,617516911.8711432,357270807.5503085,168201509.55291924,75841523.66564026,8904188.23131526,3705550.342482883,1856909.5117574409,1328895.1658569472,2888132.160462432,1434025.5389780744,467771.0983816454
429,spouse or common-law partner amount,$,2004,544652113.3770226,2356813885.8695807,2075306640.1351824,1856374409.970656,1594690736.3904006,1468471682.917234,1401171706.7576485,1210055319.5847654,1053474850.6022472,877526768.1624925,1376544030.9239135,1071400169.839473,754953021.7842901,511015118.93885165,331771376.4877717,642609996.3229648,243415794.700275,141603525.153274
430,CPP or QPP contributions,$,2004,15594732.426349705,365165035.4555725,600998449.6495048,881889088.0269457,1149821521.987097,1440647571.244558,1768425174.7938745,1931400877.9345703,1862311322.9516308,1622853863.9853885,2548594130.005318,1908897071.8859122,1343853209.843833,816141261.421081,529853536.81003964,972614237.5501835,363095502.71727794,217212344.5098709
431,EI premiums,$,2004,13479131.322305445,220580060.17018923,280845751.25183856,381494499.25362265,484067487.45556754,600221193.6324968,719555979.5264506,780758394.0450107,728112883.1544219,638882002.4176807,1002904778.6506901,747298585.6289539,523988679.47805774,310079082.4203966,195844891.48303857,339311232.3488072,101286617.68139537,48248935.06186032
432,pension income amount,$,2004,1586405.5179963375,92616314.99927092,245673144.62201068,587242908.1327009,490189855.13968897,424138449.81593525,356984947.4346309,297283889.14345217,251320653.76686585,193119770.4629213,278144255.03466994,170970336.45849138,100623941.95868804,59130519.29997072,38747039.315946296,83173481.26072831,35854182.19489415,19731435.422643952
433,caregiver amount,$,2004,3207067.000268099,24514276.77958153,34400075.57340979,52431706.42390428,58835209.26311362,69765224.34726858,75241453.67074664,50196800.06496975,55492299.64589126,45845111.36184354,54561482.40971768,48330440.63203288,30003499.74468129,20120063.43114789,12639269.577483853,26150294.383769866,8379717.605857053,3769337.310444017
434,disability amount,$,2004,42433689.81607032,537614284.5786444,567453591.9428331,598291047.2315987,407684955.8024051,300440162.81738085,281703331.59887165,238606966.060094,192444101.09859225,152202792.996149,207400963.8453306,134159349.74418025,108469739.01790746,66538076.2644942,37448856.39392249,77794113.6293394,32335267.795704953,19362888.496646293
435,"tuition, education, and textbook amounts",$,2004,4706060.747354737,176500902.82875115,1284298625.3309355,1469263113.816011,1213630933.5110314,931031040.6402618,717696707.5343982,553166492.3596865,483468598.7008213,401667718.4914048,658456332.9007168,564456785.6888071,452282677.5685642,298995506.117076,205611385.02197656,411241669.886312,172329943.86818147,112983257.62123136
436,interest paid on student loans,$,2004,4439100.474035918,12981829.220238088,26007364.32593103,37282301.53313508,43705885.4548507,52691579.25633852,53914162.80892692,52195458.394418605,41934025.233708106,38105625.91589268,49593186.34963384,30386221.552448094,15045455.757795498,7220921.021229792,3852024.1207640036,5815245.245790001,1605305.3603551919,585895.1131244851
437,amounts transferred from spouse or common-law partner,$,2004,48020955.71340665,198460157.16944507,414251469.78195953,557520543.5431076,380665268.67012787,299267191.3509845,217019802.36584005,181457386.48736072,131448403.60583209,93574300.75883536,125753644.85507976,93145510.58531883,56165606.52992544,31856865.53599645,23302324.388319995,40191696.01625122,12894417.449328387,6692906.6753293
438,medical expenses,$,2004,17659540.204054542,239677169.63366413,629214733.0511267,1081941556.9151242,958615360.5630096,842228950.0770371,708962617.8843127,560235033.401898,473387895.2826674,335784049.268586,476476838.26819265,295783714.1562182,217293850.08004344,130603816.90042076,89458860.08519483,223986756.75537276,158323979.44012296,143367116.6933846
439,total tax credits on personal amounts,$,2004,1531225065.7493675,7593341233.670872,5835896867.287491,5285176723.2731285,4073415692.9154773,3689765430.392797,3457863183.409507,3061146042.3759737,2629741784.413207,2167979654.66153,3278191832.025058,2375447949.195264,1648844690.9492555,1006801689.8970565,654258205.4167563,1237748313.6010768,487086737.27239454,300860684.30986536
440,donations and gifts,$,2004,0.0,20262993.48898673,102771436.54671286,288111559.39867073,341111442.33348805,402864314.7607498,451439272.1033004,473040610.67932355,443995096.69420666,431588531.42576617,720816362.7637566,644066465.424744,532409740.4890747,399778915.49566686,299043936.9631205,799344026.5246491,600849613.3909286,1807549029.7168503
441,eligible cultural and ecological gifts,$,2004,109855.33371084096,0.0,55518.28692913468,311847.39892109693,207898.26594739797,3099574.146852115,4240652.129267947,1360788.6498375142,1053666.2115061306,4361138.624305643,8038339.203250243,9006956.124141531,4000860.3793399823,4981289.701705552,1924240.2001608596,10934740.044744676,8773070.574950708,38914775.41688113
442,total tax credit on donations and gifts,$,2004,30712.24383313833,4818278.561360433,25891602.791483045,73879483.78076169,89637227.34745651,107985430.5574618,122042188.31185974,127890508.28177774,119809644.43322007,118334275.48908201,197565958.37784177,177769554.74708924,146496221.84392244,111392127.14264531,83029369.96274206,226065739.41484672,172770546.44317228,532662525.8806244
443,total federal non-refundable tax credits,$,2004,1531255777.9932008,7598159512.232231,5861788470.078975,5359056207.05389,4163052920.262933,3797750860.9502587,3579905371.7213664,3189036550.657752,2749551428.846427,2286313930.150612,3475757790.4028997,2553217503.9423532,1795339731.5530305,1118193817.0397015,737287575.3794982,1463815234.2560713,659857283.7155668,833523210.1904898
444,basic federal tax,$,2004,523289.3853107801,54755205.79389594,623455006.0922657,1710759393.2767148,2840946341.533257,3932746528.7188187,4947690506.952099,5575253866.277122,5940131860.376868,5990510571.4245405,11392536751.321436,10380107633.36203,8619723160.251701,6185308884.136959,4683964469.1569395,11894737456.280176,8442233559.419552,19076334993.002083
445,federal dividend tax credit,$,2004,1431663.0586832175,16057778.564141635,23008195.59161033,36662150.45573517,47449235.48205129,65676952.1970189,92005613.84305044,113421497.71592727,103983388.93797441,89799057.2476542,185357841.45416927,179339422.90302157,151810621.2672028,124283000.8715314,104479509.79989432,382923799.83201104,367632646.1235504,1153632202.7027009
446,Federal tax,$,2004,523289.3853107801,54270897.3334503,622393071.1997278,1707128261.06352,2835941427.028603,3926471781.055679,4938939879.939949,5566302428.439908,5929414468.51925,5977206263.644054,11361520928.770409,10344769653.111565,8582638125.823186,6152536557.486705,4651571320.594011,11774243873.801596,8352977872.639715,18785693217.20761
447,net federal tax,$,2004,523289.3853107801,54182304.32239317,621145681.6040434,1704256666.2651215,2829599348.67706,3917124627.7690783,4924787441.733609,5549963514.720678,5911027284.384378,5957408678.773156,11328033951.83096,10314700003.918623,8562084547.257932,6138217564.419579,4641704421.642542,11753620602.067642,8339030970.219027,18753155957.346703
448,net provincial or territorial tax,$,2004,7597736.628259452,174488069.61753315,195478707.03733575,498497517.0965529,874430737.7360827,1275935445.0871425,1615895178.2768874,1966440004.4277391,2211568597.341785,2140867830.797753,4173166698.405215,3830258589.8074884,3341826420.007173,2436617288.989696,1921349705.5201023,5098892789.543376,3689648487.6182017,8555262885.406533
449,total tax payable,$,2004,9146342.461538082,303741729.02944326,940434893.4539392,2354723090.808633,3852400936.3710337,5341591571.474162,6689644090.042103,7663767952.5007,8241425096.837019,8193020238.075699,15686197032.20523,14343020672.965876,12123405467.739807,8756008742.261251,6714583613.274757,17236717655.76284,12249661139.657543,27473190030.918026
450,number of taxable returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
451,number of non-taxable returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
452,total number of returns,$,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
453,employment income,$,2005,129138046.44366343,11855249632.908295,14442689702.888624,19902285859.929863,25221971763.873936,31482064366.322723,37702159800.1788,40136412380.61202,40807513912.779236,39771106141.660034,72057145068.66425,62937083667.30508,52824313090.81839,38360606592.90784,26806806344.708786,58586124604.72834,28533307592.142414,51106884332.361145
